,PRISM.7122,PRISM.7147,PRISM.7150,PRISM.7153,PRISM.7184,PRISM.7238,PRISM.7406,PRISM.7408,PRISM.7421,PRISM.7445,PRISM.7486,PRISM.7496,PRISM.7506,PRISM.7547,PRISM.7658,PRISM.7662,PRISM.7744,PRISM.7759,PRISM.7762,PRISM.7776,PRISM.7791,PRISM.7843,PRISM.7847,PRISM.7852,PRISM.7855,PRISM.7858,PRISM.7860,PRISM.7861,PRISM.7862,PRISM.7870,PRISM.7874,PRISM.7875,PRISM.7879,PRISM.7897,PRISM.7899,PRISM.7904,PRISM.7906,PRISM.7908,PRISM.7909,PRISM.7910,PRISM.7911,PRISM.7912,PRISM.7938,PRISM.7941,PRISM.7947,PRISM.7948,PRISM.7955,PRISM.7971,PRISM.7989,PRISM.8095,PRISM.8096,PRISM.8101,PRISM.8106,PRISM.8129,PRISM.8226,PRISM.8244,PRISM.8264,PRISM.8275,PRISM.8283,PRISM.8332,PRISM.8336,PRISM.8361,PRISM.8374,PRISM.8377,PRISM.8406,PRISM.8441,PRISM.8444,PRISM.8447,PRISM.8452,PRISM.8458,PRISM.8462,PRISM.8464,PRISM.8466,PRISM.8467,PRISM.8475,PRISM.8480,PRISM.8483,PRISM.8485,PRISM.8496,PRISM.8502,PRISM.8503,PRISM.8511,PRISM.8513,PRISM.8515,PRISM.8523,PRISM.8534,PRISM.8537,PRISM.8550,PRISM.8564,PRISM.8565,PRISM.8573,PRISM.8577,PRISM.8589,PRISM.8591,PRISM.8592,PRISM.8605,PRISM.8624,PRISM.8628,PRISM.8629,PRISM.8667,PRISM.8675,PRISM.8683,PRISM.8692,PRISM.8696,PRISM.8728,PRISM.8734,PRISM.8735,PRISM.8746,PRISM.8749,PRISM.8753,PRISM.8754,PRISM.8758,PRISM.8764,PRISM.8765,PRISM.8774,PRISM.8776,PRISM.8778,PRISM.8783,PRISM.8784,PRISM.8785,PRISM.8788,PRISM.8789,PRISM.8794,PRISM.8795,PRISM.8800,PRISM.8802,PRISM.8803,PRISM.8805,PRISM.8806,PRISM.8807,PRISM.8809,PRISM.8815,PRISM.8841,PRISM.8843,PRISM.8844,PRISM.8846,PRISM.8847,PRISM.8849,PRISM.8878,PRISM.8882,PRISM.8892,PRISM.8894,PRISM.8898,PRISM.8924,PRISM.8932,PRISM.8982,PRISM.8998,PRISM.9010,PRISM.9018,PRISM.9030,PRISM.9033,PRISM.9074,PRISM.9079,PRISM.9126,PRISM.9148
taurine,43373.4,209.899,8991.26,6349.82,56.2552,23060.1,894.633,13870.75,24535.7,15504.8,16631.02,31673.4,4206.28,181.5696,9235.1,85.9851,233.4352,14198.17,6790.46,30252.9,27947.6,4131.31,1433.538,2324.53,129.5956,3377.74,246.127,220.6532,20082.94,184.7184,178.8017,27014.4,45.1227,1951.325,220.9002,38942.0,12178.5,724.487,182.5051,576.948,25919.9,254.601,10543.4,22329.95,12372.57,40.6242,2346.1,9512.32,10848.21,16388.86,24163.7,577.497,32346.8,14893.59,12051.97,159.8429,28074.0,17449.27,127.3811,90.6705,8437.61,2461.69,23616.4,450.68,215.0435,416.294,109.2489,1637.808,12577.27,104.8356,23544.8,23236.8,28327.9,16011.98,11579.34,76220.1,72.094,47.1241,14077.1,49421.3,128.1812,25584.8,119.3167,1200.965,24801.3,3405.91,232.382,28615.7,24411.4,14339.24,8197.46,203.4118,1458.191,29089.0,32413.5,44243.7,22158.5,7490.585,11938.85,23273.5,23062.6,1881.425,232.3703,2637.3,98.7463,1235.752,2065.777,393.575,7360.7,326.599,87.0603,5936.03,7773.45,363.356,118.2279,295.051,392.018,992.858,40.557,1038.9,131.4442,144.6237,9535.03,3877.3,832.385,69.221,6548.89,12342.55,552.784,13151.68,7673.69,12366.39,23546.7,116.2459,7515.51,2536.09,228.2895,4477.41,1693.738,16700.84,16420.06,87.7629,791.279,4.37315,17506.95,287.6428,4710.13,265.802,4760.65,14501.65,232.4339,13210.32,2720.175,3093.33,313.468
thymine,249.132,34.5946,2389.58,78.6808,3736.01,459.872,189.921,625.624,2869.27,973.146,232.574,1535.33,47.5144,123.545,1763.29,2894.72,2807.03,1552.49,212.737,1305.44,3043.83,709.834,1152.19,1649.72,1970.7,2228.27,1047.29,1667.75,615.841,2131.59,4113.47,550.739,1512.58,2028.57,1824.25,2338.07,1279.81,1493.66,4240.31,2430.82,1144.6,2958.34,162.155,460.447,1104.85,446.546,4687.35,331.694,873.884,71.2041,604.047,214.063,455.389,2768.36,2136.11,218.781,510.921,1173.98,51.5886,102.249,801.45,935.161,2124.91,1399.12,125.069,3446.57,1134.04,2286.41,673.841,2226.76,920.198,392.126,1591.0,2041.47,1406.51,36.4413,1568.85,760.258,649.247,203.178,2772.61,1064.28,4472.58,875.829,939.894,102.86,197.967,2754.78,489.05,896.931,545.374,2279.89,947.377,2935.84,736.746,534.023,1230.79,1981.34,62.9895,179.891,284.355,1235.31,54.7559,47.6426,70.0244,91.0717,20.7676,610.8,26.6872,49.3577,27.4748,14.0914,37.8798,96.8102,97.9088,78.3451,163.646,201.349,62.7809,398.391,60.0106,145.153,17.9039,99.2135,42.8191,259.249,83.7352,688.7,599.235,822.725,123.33,128.857,333.092,215.747,32.5538,106.042,85.5179,326.042,62.3148,247.811,570.584,913.412,228.678,51.2071,1030.25,133.527,152.054,186.337,13.3071,311.402,13.865,60.9547,251.931,477.61,364.047
acetylalanine,261.271,15.1277,208.689,33.4453,170.086,61.9607,15.0605,135.19,166.184,133.982,104.794,97.4624,24.0949,76.8656,124.774,221.778,181.92,145.424,46.862,495.312,151.44,608.099,314.328,211.528,186.572,158.007,211.493,412.226,197.111,459.559,183.445,655.431,81.2049,229.335,109.708,155.414,171.628,68.7257,238.181,283.796,197.513,126.054,676.797,185.7,48.8994,141.18,102.698,490.227,563.927,115.031,313.966,82.4935,853.68,132.805,353.841,93.3127,298.098,454.687,96.3761,90.4344,703.652,287.84,342.352,301.29,88.9455,282.44,124.088,50.0857,576.85,390.295,222.676,636.487,126.638,282.699,125.819,601.59,153.47,224.009,156.64,951.214,115.472,460.121,167.632,98.6248,671.556,114.299,150.646,155.804,85.71,362.242,47.3845,100.402,233.604,164.456,121.069,1210.49,234.67,41.8068,639.217,25.9397,192.419,300.229,118.901,9.73411,30.6138,37.1698,14.6892,35.6954,17.499,53.2822,9.91929,120.121,26.2111,18.0666,103.428,100.601,14.1083,33.6306,127.122,69.1927,25.095,13.035,35.7751,32.4427,50.1318,119.029,43.0206,755.364,44.3981,389.823,107.045,204.285,381.876,83.9685,56.6004,54.6368,35.9152,306.059,37.6743,498.14,599.496,119.591,66.8797,28.1333,338.649,97.2192,136.837,98.1629,139.283,40.066,1.67813,49.1373,78.2237,202.776,155.292
leucine,52349.4,2812.679,58067.5,2984.63,27608.0,60671.3,1564.034,9509.5,33644.53,42195.7,49606.1,45967.1,1524.553,4306.45,35047.11,31266.7,33654.69,40787.1,39034.6,39700.1,51225.7,33552.78,44491.0,38559.5,57296.0,28709.7,48959.2,49478.9,27875.8,29097.13,58335.1,101995.7,38729.3,44825.4,34211.1,48144.9,25226.03,32436.5,40450.2,41822.3,45530.7,38064.1,58589.4,40739.8,17186.93,28579.69,32934.59,17194.25,62605.2,20087.88,97118.8,7531.46,77199.6,56475.6,40347.9,11457.39,51091.4,56140.2,3563.82,12868.0,66552.5,61873.6,51757.2,63256.9,31935.7,67903.5,37404.61,27672.4,108771.3,61633.8,36650.41,18677.76,36478.24,40251.4,52023.1,97794.3,39673.4,69510.9,61864.8,104987.4,46680.3,64476.7,52886.3,39507.9,68730.7,45334.8,22488.08,27207.45,32761.96,65431.4,35730.6,36187.54,42960.5,44434.1,29244.6,112867.2,57407.1,33936.7,30780.96,20694.66,22584.06,17018.3,2977.51,1090.423,6617.25,2824.773,2421.63,12352.42,1530.634,7810.57,559.693,36907.1,2569.9,3482.58,16513.64,3132.77,7212.73,16631.18,11491.39,8810.88,320.335,4773.49,1407.079,2742.234,2071.24,10301.47,15727.95,51207.2,13058.71,63785.0,6796.42,24043.8,45500.59,27091.8,5513.21,18844.4,3890.41,49959.5,7368.87,71598.5,35490.3,22905.37,6356.0,7537.33,40766.5,6545.24,24933.93,10241.75,5340.2,1184.953,192.8355,51450.6,25333.7,51560.5,43186.3
asparagine,2615.359,13.33872,97.59789,0.0,89.871,534.218,0.0,0.0,911.761,75.7492,338.998,78.743,0.0,24.2126,331.483,52.4718,0.0,219.3925,135.7329,888.473,1831.247,16.8404,262.347,397.028,31.2423,119.3307,787.807,596.727,52.4929,34.9289,81.59166,4573.98,89.4502,140.6707,9.64381,1011.774,5.3625,1203.932,24.6545,37.0419,0.0,129.9942,9.77553,111.8191,28.1931,24.7333,8.31085,20.3379,0.0,6.12904,890.416,30.9394,1190.482,751.261,86.146,603.688,3375.94,1632.114,0.0,115.1894,9242.7,641.193,38.76303,989.913,3289.16,61.748,144.5447,40.20284,9313.41,58.89257,363.2359,192.2423,281.6409,3384.53,40.9298,1296.981,141.5621,47.7803,2320.529,202.9088,102.672,409.384,70.8349,206.9585,194.9908,951.772,37.74013,219.1625,99.0011,2475.87,652.561,91.4122,3645.01,72.78298,43.81973,7317.36,3292.916,336.4908,6577.32,12.96967,168.1333,82.3609,0.0,0.0,116.2788,9.81386,0.0,31.2803,0.0,54.4956,0.0,0.0,0.0,0.0,18.0409,0.0,7.6456,66.2077,91.516,0.0,0.0,0.0,40.5074,0.0,9.89565,648.099,364.6646,410.794,4.73792,1291.866,35.6122,8.9811,392.895,27.3745,0.0,971.936,6.77665,4633.71,0.0,5246.07,58.1759,302.82,0.0,29.4637,14.8069,7.00344,27.9657,523.39,44.9508,25.10608,0.0,435.711,203.1275,145.2004,26.2571
2-hydroxy-3-methylpentanoic acid /  leucinic acid,295.788,26.1544,5721.94,57.3873,111.748,1461.04,135.227,734.9,1179.57,512.329,809.784,211.586,33.4676,241.494,239.427,884.625,1414.41,1372.27,1046.21,3187.04,763.505,9157.78,1090.19,9659.67,423.51,882.385,202.158,184.773,304.965,489.869,1477.94,7280.36,291.917,1458.05,192.251,420.543,257.838,1153.91,920.691,3750.49,244.853,110.249,504.056,932.247,1014.6,1041.8,1185.3,7208.15,3083.23,1313.57,7584.12,183.988,2511.28,2578.12,10596.0,79.0152,843.715,433.876,69.4248,19.1761,7176.79,6002.59,911.404,690.472,443.457,957.179,1367.67,628.949,3310.64,1232.79,336.551,943.409,213.43,360.07,802.108,7335.61,188.015,87.9089,511.517,2671.51,418.812,1744.23,386.802,1928.41,6933.18,267.841,649.173,2586.47,244.744,2334.69,266.607,374.546,424.822,1564.4,928.09,6615.11,1058.4,106.415,17992.2,14.1988,830.657,8690.69,39.722,56.5466,160.231,145.371,69.609,1320.29,1354.52,52.8861,31.7746,3494.39,37.0467,45.9907,91.9249,17.7537,117.418,140.351,103.361,299.865,0.0,100.459,65.3607,119.04,533.07,90.037,34.6668,5841.73,323.02,554.911,3949.55,1543.52,1226.17,350.648,441.744,119.48,163.152,2560.86,146.311,1506.48,5937.4,157.954,503.073,84.4797,8250.28,46.7099,1955.27,20.966,145.648,178.949,11.7223,53.6161,169.091,233.008,56.8216
aspartate,13644.5,2257.11,14939.6,1474.72,7435.23,4017.53,181.107,7205.84,11394.8,9707.27,10196.9,19815.1,1311.42,1811.83,13098.4,8465.32,6570.26,20135.9,5087.74,26230.7,18707.4,17311.6,17351.5,10443.9,17786.2,8895.38,15978.5,20749.1,8292.24,6193.03,14653.5,31905.5,10566.3,19013.1,11396.6,22996.0,7411.31,9886.07,10658.5,11592.0,15422.2,13239.2,11851.0,18174.0,6101.4,12228.9,8378.92,12832.6,12650.2,5609.05,7410.72,9739.51,24308.1,11383.0,8623.58,5961.56,7809.85,18124.0,2315.02,8971.63,18842.1,21664.0,19758.5,17963.9,15252.8,14845.5,10132.5,7850.18,27304.1,18951.4,11052.3,15709.4,16553.2,26288.4,18766.8,27672.9,17927.9,13879.2,11852.6,13791.4,15982.1,17408.3,8801.34,8987.05,25389.6,3575.39,13725.9,12268.3,16301.4,12571.6,14421.5,10662.2,8004.01,13597.0,11945.0,27484.1,15907.2,7483.82,20765.4,9937.35,15683.7,3357.43,2790.31,1903.02,5818.55,2635.44,927.048,258.099,474.592,7662.17,1668.06,747.407,3025.42,3798.97,13461.5,2787.31,5533.85,10447.8,6231.9,3914.08,1201.84,6758.17,2923.87,2252.6,4794.2,5571.32,6019.2,12130.1,789.654,16677.4,1399.89,11882.4,2137.52,15608.9,133.073,10539.4,2283.55,19100.0,3795.91,21117.2,14199.5,15230.0,1386.39,3861.86,25109.4,6659.77,10351.0,5831.04,666.914,2272.44,567.172,7474.37,13567.8,25269.4,11620.9
malate,9547.11,1043.0,18768.2,759.124,17977.4,1986.35,1862.62,2995.72,7158.84,7899.34,10407.4,7103.79,1959.64,1024.32,18002.3,13234.3,10332.8,9632.27,3471.29,16257.5,10760.4,12659.7,15549.2,20739.4,9416.37,20582.7,14061.7,5221.87,16275.4,7686.12,17386.6,7839.04,12101.7,18017.4,19540.2,15776.3,15004.9,14411.8,9652.79,19256.3,10755.5,15890.0,20249.1,15102.3,11135.1,5991.2,25126.9,5270.77,10195.4,12934.0,15163.7,3924.18,17664.0,8310.89,6940.54,1632.86,6980.88,14075.3,572.689,1810.87,2325.54,3174.8,6162.34,12221.3,2295.81,12752.0,10886.1,15287.0,3324.27,8708.92,13246.4,13381.2,12513.9,14387.9,19255.9,26123.3,12582.1,10598.4,11522.4,14181.9,15343.9,7611.79,19708.6,1739.77,19310.0,1734.66,1689.43,9138.08,4128.41,5341.33,2904.05,17936.3,15383.0,11887.3,6447.27,22933.9,9041.11,10108.1,11686.3,3929.83,6468.36,8990.75,1228.49,2568.43,4165.9,1305.17,2223.45,1523.58,954.047,2592.97,996.496,846.808,1730.53,2230.73,2089.81,1543.3,2070.87,2307.27,1170.59,2733.17,2958.98,1895.04,1369.73,1556.62,1479.48,3115.93,1115.43,7955.9,931.246,9511.72,2985.36,12720.4,16943.6,4122.19,3707.79,4224.65,1264.4,8498.26,1441.63,15081.3,16061.3,4888.19,1933.72,1368.07,22101.7,1858.12,3819.94,1710.51,905.554,1240.13,710.851,1170.19,2384.49,3612.66,1500.99
adenine,57.9458,438.951,296.616,74.7872,89.1398,17.3648,90.6193,58.3023,60.0778,31.9456,54.1447,213.701,258.634,93.5754,99.8843,139.006,588.34,73.1126,42.3664,71.8317,133.074,134.967,49.3702,19.7277,129.042,159.639,1298.63,91.0521,397.419,17.8998,355.124,32.5472,521.528,188.029,98.9113,214.008,50.9833,126.232,407.487,354.29,175.289,783.155,699.325,25.6459,66.3735,300.729,291.702,16.6345,23.3065,604.52,61.4374,623.876,37.471,19.6387,76.5711,435.735,6.03185,41.1401,552.167,151.018,21.228,1209.03,78.6603,103.547,68.9962,48.6702,129.069,60.1523,33.5455,45.2338,52.2157,65.0014,133.106,112.201,145.159,52.6637,40.8613,12.668,10.9106,19.4791,658.423,117.253,217.283,52.768,113.566,38.0348,2329.98,41.7245,61.6975,21.5279,453.196,249.653,77.6704,129.512,30.4002,40.8982,41.9056,62.4129,36.4426,2343.57,150.649,94.1475,342.947,221.937,273.312,261.571,120.693,685.199,501.276,530.038,4836.25,86.4051,149.644,2294.36,126.483,360.743,782.84,58.4143,282.398,311.402,829.375,7448.91,237.091,79.9525,1341.05,1136.05,29.0149,32.2274,323.367,138.655,765.39,59.04,61.6943,51.9339,208.401,24.4217,40.8577,113.469,324.475,19.9916,270.52,281.238,543.291,61.8191,77.8027,154.317,6034.63,248.797,857.265,208.538,917.912,4414.04,6609.82,9677.52,6909.96
erythronic acid,132.402,58.5786,197.944,78.3484,138.55,875.379,68.8873,117.922,250.491,1059.65,335.654,480.857,131.105,137.43,511.132,86.9453,142.734,763.638,657.667,1210.64,179.569,770.78,268.683,350.72,161.673,338.065,163.669,255.626,1164.71,57.3492,160.333,488.217,124.245,263.046,161.415,180.974,132.875,1434.95,57.0558,81.6544,89.6523,157.728,506.87,2900.38,686.94,577.809,154.104,1405.63,2576.04,961.772,289.596,225.372,331.635,157.316,1466.88,94.8224,723.679,1571.27,62.5711,110.845,7767.53,3041.97,276.716,183.181,663.524,173.837,88.2215,99.6689,1318.65,105.886,81.3511,4499.26,2493.62,282.353,2056.7,2468.66,166.071,637.053,248.274,856.814,246.474,354.128,205.141,54.5687,1473.94,1119.57,492.526,202.446,648.016,4168.96,207.822,194.607,222.808,1219.91,344.633,966.331,272.519,97.7658,2819.93,337.024,1536.44,91.6842,72.842,181.648,131.108,77.72,170.041,255.322,387.125,141.289,64.9049,671.401,85.8607,74.4043,113.266,78.545,75.1974,138.786,65.2086,71.4728,62.5599,76.2178,921.182,74.4477,342.788,251.532,52.7677,414.028,45.2504,304.95,2958.43,1211.18,3237.24,57.3125,921.786,172.045,146.705,3079.9,281.705,422.492,1244.81,245.961,79.7165,283.461,7231.82,75.0936,362.649,179.963,313.946,366.416,57.3698,1237.63,1167.11,521.712,371.351
hypoxanthine,12745.48,7572.95,22798.03,2421.284,35782.99,4802.055,988.9685,43853.17,31757.68,48360.02,18076.85,17898.33,15014.1,5294.644,39566.56,15282.67,22744.11,47024.51,7203.87,34426.44,68467.31,12840.89,42497.29,52105.57,35716.42,68841.87,42633.71,54784.53,29141.49,44946.6,24660.42,36393.64,21395.75,50753.22,26212.77,36806.3,64622.62,59408.13,18504.84,38516.68,21472.8,39493.84,14591.49,21493.44,13681.48,8304.13,62215.9,7376.1,17988.45,10236.24,27650.88,19256.74,35734.78,27044.39,15437.15,15711.38,13563.613,31031.42,2684.646,15434.31,21546.01,28071.42,32121.79,35208.53,11864.42,41231.62,11298.98,44113.81,19576.54,32441.05,31518.27,27242.21,19820.58,111533.21,32606.3,94474.9,36859.8,10613.55,28935.89,40945.0,33339.87,14582.11,61534.16,15739.507,28656.32,209.834,1728.924,14804.08,31376.66,18794.01,19715.55,21654.53,60337.57,20917.19,36018.03,29591.59,24132.42,22917.61,9604.27,1027.377,17852.39,70961.32,9338.32,13709.632,4820.73,15516.942,19865.964,5910.06,2258.856,20802.25,10468.03,2519.512,15024.74,10415.6,16713.96,18839.7,7231.31,20419.791,5668.323,29978.34,19213.955,7548.12,31008.638,9505.72,37645.66,10293.18,7459.759,14800.21,1901.963,25851.41,4643.6665,12038.38,34325.65,28360.98,957.043,9535.198,9974.732,24124.37,18276.14,75129.1,42419.94,9318.24,23123.14,437.2513,25308.26,3201.113,4369.328,13170.64,6756.62,11900.634,5855.54,2378.239,9247.433,9099.95,6422.864
phenylacetate,743.538,348.924,649.08,246.533,559.341,20.7311,0.0,400.381,150.371,250.265,195.879,90.0502,79.7228,228.392,67.6498,948.713,664.415,169.874,44.3807,131.313,363.726,570.089,342.011,168.343,340.842,85.7157,649.869,448.466,298.894,710.208,442.397,7.52963,429.373,406.652,544.208,585.081,215.381,4.39604,1503.21,509.753,341.497,510.551,1066.46,916.248,223.682,330.919,159.709,108.304,28.9592,456.845,29.5878,206.101,248.716,24.5863,27.8042,182.043,0.0,539.284,324.69,197.745,0.0,287.608,814.458,1319.06,280.918,422.28,322.836,171.732,7.70369,577.269,784.572,305.785,372.693,162.841,954.902,0.0,522.914,569.131,323.503,4.65777,722.077,349.628,231.63,240.615,78.5833,4.83953,158.183,304.838,289.591,34.4693,57.0602,429.229,533.781,315.742,233.574,89.5801,308.541,116.797,7.80248,177.295,574.992,16.6959,400.603,11.9397,220.727,184.415,29.895,0.0,102.271,378.466,322.768,0.0,335.119,394.414,662.175,488.419,469.764,212.597,176.767,218.576,394.572,252.105,247.876,220.09,163.528,41.9626,113.23,15.1038,352.777,503.481,132.127,484.549,17.1352,304.784,130.206,40.323,93.0398,23.6858,463.399,3.5352,36.1516,173.23,849.887,176.677,612.213,274.237,155.702,161.211,0.0,89.973,73.579,38.1834,132.203,62.9854,198.1
salicylate,19.5119,307.444,23.4939,28.2053,321.344,250.63,284.822,157.649,54.9032,122.768,249.931,150.515,161.474,91.311,176.147,38.3333,18.0912,116.667,115.305,529.079,0.0,110.171,164.173,4741.76,73.7698,113.925,45.1212,23.0627,196.357,22.7688,37.3788,95.5363,31.3019,304.525,65.2144,58.4628,200.644,210.756,17.5519,106.3,127.498,23.0208,95.3766,88.5758,21.1468,389.623,235.619,40.5384,59.8322,216.883,357.05,132.806,144.813,1849.07,91.1021,4.54078,34.8389,468.08,10.2775,317.099,46.0196,81.9906,29.7863,53.9555,257.263,21.261,139.328,39.0931,31.0478,56.0828,139.148,564.103,15.2775,41.0028,58.18,22.4902,425.63,674.259,216.46,637.44,48.164,25.7554,72.3712,3.27098,59.2298,49.3117,303.639,824.086,871.822,75.632,639.123,0.0,375.734,17.4013,88.786,284.7,61.3813,181.589,72.7195,394.768,268.753,236.288,93.3233,736.069,27.1289,37.3487,129.902,165.05,73.6645,58.0757,67.8788,139.85,32.463,52.3311,42.7029,68.1534,44.6752,41.1931,50.5093,59.8614,116.954,113.338,398.085,26.714,97.0178,845.46,69.5518,457.632,986.172,524.643,933.915,296.782,255.768,32.1595,208.004,1237.14,99.1998,266.34,57.2072,216.118,485.159,679.612,162.251,70.9388,430.942,58.4691,625.557,352.039,143.423,2825.43,43.1078,498.851,1125.83,83.3437,29.6016
4-nitrophenol,735.922,41.1237,41.2858,36.294,75.1944,147.636,7.77959,628.841,417.287,165.644,270.975,184.754,108.698,993.739,18.2437,13.0217,139.569,467.689,1263.08,108.068,35.6474,35.3322,95.0783,70.7227,23.3119,41.9301,13.8464,5.88837,17.423,489.479,26.2162,133.721,23.5653,226.505,28.5553,410.674,99.298,45.3677,31.153,455.197,116.776,18.6205,266.266,950.11,69.4985,114.108,63.669,193.674,8.8402,223.65,43.7998,1147.33,4449.24,2878.36,33.5382,103.364,15.6341,144.209,4.67549,138.628,0.0,1566.0,97.952,69.069,2334.07,45.1487,1.20655,310.116,17.0883,621.753,9.19237,409.921,69.9461,36.4528,28.3886,0.0,454.598,302.682,347.541,40.6694,24.5069,588.437,19.7614,138.187,114.563,9.7505,92.267,184.94,192.886,12.0225,512.008,15.6372,67.2449,93.5208,109.626,107.972,32.8415,10.6985,99.0745,878.877,339.869,1.52827,59.9738,1758.9,46.2143,1104.51,62.9841,20.4958,51.9057,1547.72,212.089,71.0093,38.0351,185.524,18.7215,34.9125,33.8595,85.122,61.9669,1289.55,32.3172,191.184,124.512,109.114,543.87,47.8163,72.4932,30.8088,54.6609,625.287,72.1677,189.593,67.9014,11.5505,379.759,68.2253,319.009,18.6236,24.2617,61.6112,173.927,36.926,148.478,112.295,1417.83,44.5806,88.2959,131.582,42.0353,296.116,5.73781,307.423,1037.47,27.6002,102.399
caprylic acid,31.5278,487.625,20.4815,47.7683,36.073,10.1261,17.8093,33.7013,92.1223,7.96561,26.4076,77.5946,39.3866,13.1454,200.332,420.66,339.083,24.7032,56.2231,66.3441,87.4174,22.7692,27.9793,162.632,547.407,151.119,82.5464,96.3772,79.7205,2136.79,3065.93,26.2493,153.589,31.2631,4116.05,892.663,794.496,66.305,2610.27,582.009,64.8222,7667.25,46.9101,160.383,336.583,44.0906,551.013,606.583,172.876,8.77237,18.956,47.1884,20.3838,9.96265,16.4903,1243.89,613.899,129.739,320.338,5806.98,66.2826,48.1061,54.4068,75.9869,52.0538,2724.53,79.4445,559.823,666.07,23.276,47.7705,35.832,1823.36,28.5603,46.3383,24.0636,17.173,4817.36,26.4771,27.2689,149.789,181.143,194.455,65.9084,28.516,29.3104,17.9068,9.81575,668.966,25.7157,81.9944,2500.65,561.966,3748.91,141.941,6.28157,50.6833,231.211,308.578,25.6092,35.7063,8823.0,9544.65,39.0769,153.764,21.1004,338.438,62.763,63004.9,83.1219,1117.09,19.4893,296.084,3026.69,654.762,186.843,158.919,227.639,699.206,315.444,112.006,724.673,27.2448,59.9629,38.9884,466.135,47.398,62.5174,14.4713,45.5495,21.2683,20.7479,79.2188,10328.6,1069.26,149.696,35.51,109.87,61.7202,49.7086,5.32558,117.078,19.5067,174.593,53.9544,908.74,31.1856,418.786,5487.83,54.0323,24.3151,61.8838,20.6666,107.614,534.972
alpha-ketoglutarate,564.834,0.0,349.315,0.0,46.4008,15.5187,0.0,0.0,72.0769,13.1273,13.9648,85.8755,0.0,0.0,23.9846,67.3023,239.849,62.6193,2.96618,155.667,616.216,28.2922,136.402,332.931,66.6532,69.2479,57.3791,34.448,157.366,24.9573,21.6608,23.563,0.0,234.644,57.3301,40.5012,110.567,24.8419,50.5679,203.52,116.802,82.1535,28.0739,156.321,61.7298,5.14226,514.096,63.465,113.111,95.7923,9.19732,0.0,746.893,17.481,63.4611,0.0,13.242,41.5427,0.0,0.0,40.6213,257.048,9.34621,134.124,0.0,49.5571,64.9555,26.9169,68.0844,107.832,90.6139,314.131,24.5392,118.489,117.373,28.044,126.486,70.7752,28.2164,181.583,114.648,193.383,357.557,27.9143,394.47,36.0605,5.23836,78.8873,20.672,31.1742,7.71274,155.196,72.1732,129.384,40.1532,605.732,309.816,32.5523,25.7604,17.2974,51.4886,8.03704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.43587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.73857,0.0,35.3808,0.0,98.1851,23.7545,0.0,0.0,0.0,0.0,105.99,0.0,131.619,116.55,0.0,0.0,0.0,271.845,0.0,36.8461,0.0,0.0,0.0,0.0,7.41427,49.1939,42.6936,109.41
2-methylglutaric acid,119.766,115.556,381.781,43.0961,400.394,48.4604,10.9577,28.8922,998.704,39.6429,106.149,560.365,36.0052,135.64,280.431,542.713,476.602,175.266,78.7093,88.6714,669.773,458.358,301.176,234.367,253.203,323.939,570.048,1091.88,419.493,738.635,580.723,15.7453,716.344,380.068,455.16,739.229,279.712,244.064,1087.56,357.663,153.846,930.029,1073.87,59.3678,66.0576,728.962,366.634,20.0866,13.9448,21.079,7.43636,326.36,22.655,16.1977,8.07486,152.02,8.06733,82.317,181.714,165.189,12.7574,573.975,139.74,425.197,448.517,645.497,1088.34,352.875,29.9746,779.498,334.739,49.5702,1207.83,297.013,80.6011,19.8807,103.628,601.343,215.479,189.284,1076.9,356.598,349.919,532.212,25.0836,15.468,94.8662,14.474,29978.6,47.5906,167.046,5009.87,298.184,111.134,896.73,485.225,535.602,419.696,15.3902,588.16,51.2175,4.98128,57.9663,21.3659,356.808,193.682,11.265,14.3849,8.9943,45.1465,154.554,9.19516,178.498,331.941,187.614,132.907,312.136,40.5803,72.0678,325.054,112.087,232.623,118.273,108.073,87.286,253.077,90.5135,9.16481,13.831,22.5588,21.9068,23.1302,13.3629,19.639,11.2021,5.32874,127.743,18.6966,72.7072,2005.56,60.2991,274.501,29.4165,167.113,34.1213,106.28,55.7367,221.674,10.1851,187.229,19.5919,38.2384,188.852,2537.95,247.346
